,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,income_encoded
42859,37,Private,342642,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
15165,57,Local-gov,170066,HS-grad,9,Married,Transport-moving,Husband,White,Male,0,0,25,United-States,>50K,1
12167,28,Private,116531,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
36589,41,Self-emp-inc,220821,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K,1
28494,41,Private,172828,9th,5,Married,Other-service,Husband,White,Male,0,0,55,Outlying-US(Guam-USVI-etc),<=50K,0
42929,39,Private,370032,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,0
37233,57,State-gov,222792,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1
13936,31,Private,369825,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K,0
11743,24,Private,235894,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K,0
22562,45,Private,228570,HS-grad,9,Married,Sales,Wife,White,Female,0,0,35,United-States,<=50K,0
8475,47,Private,44216,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,0
39213,47,Federal-gov,655066,Bachelors,13,Married,Exec-managerial,Husband,Other,Male,0,0,40,Peru,>50K,1
7107,33,Private,101562,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
7384,37,Private,172538,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0
31319,36,State-gov,177064,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0
33157,38,Private,93140,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,28,United-States,<=50K,0
9482,52,Private,246936,11th,7,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
33260,54,Private,387540,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1
12200,57,Self-emp-not-inc,222216,Some-college,10,Married,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K,0
47976,51,Private,280292,HS-grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0
36602,29,Self-emp-not-inc,100368,9th,5,Widowed,Other-service,Unmarried,White,Female,0,0,27,United-States,<=50K,0
10665,24,Private,194654,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
37273,45,Private,252616,7th-8th,4,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,36,China,<=50K,0
34608,65,Private,444725,Prof-school,15,Married,Craft-repair,Not-in-family,White,Male,0,0,48,Hungary,>50K,1
36497,18,Private,102690,11th,7,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0
3986,30,Private,159442,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
16995,37,Private,136028,Assoc-voc,11,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0
28777,18,Self-emp-not-inc,42857,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K,0
36363,23,Self-emp-inc,304871,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0
38760,24,Private,87546,Some-college,10,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0
11656,69,Private,140176,HS-grad,9,Married,Sales,Husband,White,Male,0,0,24,United-States,<=50K,0
45379,40,Private,115516,Masters,14,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,0
40240,42,Private,304605,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
16963,51,Private,53838,Bachelors,13,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
38789,29,Private,152951,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0
28510,35,Private,179668,Some-college,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
18644,23,Federal-gov,163870,Some-college,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,40,United-States,<=50K,0
31631,45,Private,331482,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0
29612,48,Private,69586,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
39033,17,Private,118792,11th,7,Never-married,Sales,Other-relative,White,Female,0,0,24,United-States,<=50K,0
20447,37,Private,344480,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K,0
22294,29,Private,180758,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
10958,56,Federal-gov,196307,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1
46025,41,State-gov,205153,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
34818,34,Local-gov,112680,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,0
33318,53,Private,170701,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
41687,26,Private,140434,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
44086,32,Private,261319,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,1
33485,29,Private,189565,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,0
41232,58,Private,153551,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,23,United-States,<=50K,0
15801,34,Private,242960,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
17898,54,Private,346014,Some-college,10,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K,0
40509,49,Private,80026,7th-8th,4,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
14912,45,Private,183786,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,0
38285,21,Private,43587,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,0
18801,23,Local-gov,304386,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
28831,49,Private,105614,10th,6,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,0
39757,31,Private,262848,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
38899,46,Private,188950,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,1
44171,24,Private,375698,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Japan,<=50K,0
12619,40,Private,408229,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,45,El-Salvador,<=50K,0
31009,31,Private,184307,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
23139,22,Private,252355,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,27,United-States,<=50K,0
42715,43,State-gov,114191,Some-college,10,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0
13151,41,Local-gov,340682,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
11593,42,Local-gov,55363,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,1
23905,26,Private,151810,10th,6,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
9887,26,Private,127202,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
6802,73,Self-emp-inc,92886,10th,6,Widowed,Sales,Unmarried,White,Female,0,0,40,Canada,<=50K,0
48648,48,Federal-gov,277946,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1
44832,60,Self-emp-inc,75257,HS-grad,9,Married,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K,0
44337,50,State-gov,89652,Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,<=50K,0
11841,49,Private,122385,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1
30474,37,Private,172232,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K,0
26694,22,Private,134746,10th,6,Married,Sales,Wife,White,Female,0,0,40,United-States,<=50K,0
14463,22,Private,164775,9th,5,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Guatemala,<=50K,0
10046,50,Local-gov,97449,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K,0
38692,34,State-gov,117186,HS-grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1
22621,43,Private,112967,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0
39516,36,Self-emp-inc,298624,Some-college,10,Married,Exec-managerial,Husband,White,Male,0,0,30,United-States,>50K,1
11655,46,Federal-gov,325573,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
1127,63,Federal-gov,124244,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0
24964,44,Private,106698,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0
30237,23,Private,444554,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K,0
36636,63,Self-emp-not-inc,141962,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K,0
22640,37,Private,340614,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1
38016,39,Private,242922,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Male,0,0,35,United-States,<=50K,0
22837,24,Private,67804,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,0
1109,41,Private,293791,Assoc-voc,11,Married,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K,0
22346,32,Private,173351,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K,0
5952,27,Private,192236,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
1288,37,Private,37238,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,0
11160,26,Private,154966,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,0
26004,56,Private,220187,Some-college,10,Married,Tech-support,Husband,White,Male,0,0,45,United-States,>50K,1
10274,41,Private,121718,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K,0
40393,27,Federal-gov,175262,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0
46750,25,Private,185836,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
28974,63,Private,287277,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
45888,52,Self-emp-not-inc,284648,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,99,United-States,>50K,1
34420,22,Private,220993,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0
1260,30,Private,236770,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
41107,37,Private,176357,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
1403,31,Private,66815,HS-grad,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0
42380,20,Private,367240,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0
18023,63,Local-gov,57674,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,0
41109,28,Private,220692,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0
14639,25,Private,108317,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
29433,20,Private,249956,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,0
48101,26,Private,464552,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K,0
32605,20,State-gov,138371,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,32,United-States,<=50K,0
33551,58,State-gov,179089,Bachelors,13,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0
4170,54,Self-emp-not-inc,104748,10th,6,Married,Sales,Husband,White,Male,0,0,65,United-States,<=50K,0
3818,40,Private,181265,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K,0
28739,36,Private,93225,11th,7,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0
41135,43,Private,279996,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K,0
5336,25,Private,391591,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
36276,34,Private,179877,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0
41954,69,Private,203313,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
14920,37,Private,99233,HS-grad,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0
44226,43,Self-emp-inc,49249,Assoc-acdm,12,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1
47935,50,Local-gov,363405,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0
20069,26,Local-gov,206721,Bachelors,13,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,0
4358,40,Federal-gov,26358,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
45682,26,Federal-gov,269353,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,55,United-States,<=50K,0
5890,26,Private,267431,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,0
23534,17,Private,240143,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,0
41261,51,Local-gov,202044,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K,0
48512,48,State-gov,176917,Some-college,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1
767,22,Private,151790,Some-college,10,Married,Sales,Wife,White,Female,0,0,30,Germany,<=50K,0
41791,38,Self-emp-not-inc,22245,HS-grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,0
20277,48,Private,195437,11th,7,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1
45995,33,Local-gov,557359,HS-grad,9,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0
37381,45,Private,181363,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K,0
774,55,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K,0
43771,38,Private,274907,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K,0
10291,59,Private,245196,10th,6,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K,1
12544,43,Local-gov,186995,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K,0
41207,57,Private,167483,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,0
46483,72,Private,164724,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,<=50K,0
41465,23,Private,109053,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,United-States,<=50K,0
40450,28,Private,87632,Some-college,10,Married,Sales,Husband,White,Male,0,0,43,United-States,<=50K,0
24556,41,Private,149102,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,1
9553,38,Private,123031,HS-grad,9,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,48,Trinadad&Tobago,<=50K,0
41648,48,Private,182211,Some-college,10,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,0
42745,29,Private,606111,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
33324,32,Private,220690,11th,7,Divorced,Other-service,Not-in-family,White,Male,0,0,33,United-States,<=50K,0
27374,41,State-gov,73199,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0
3497,35,Self-emp-not-inc,168475,Some-college,10,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,1
29948,37,State-gov,74163,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
24168,49,Private,274720,HS-grad,9,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,0
31058,22,Private,251073,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K,0
2001,28,Private,104024,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,0
10188,28,Local-gov,336543,Assoc-acdm,12,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,>50K,1
31892,55,Private,92215,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K,0
2458,29,Local-gov,180916,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,0
11778,19,Private,148392,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K,0
30668,39,Private,176279,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0
40803,43,Private,199657,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K,0
39661,52,Private,257756,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K,0
35837,32,Private,183470,Assoc-voc,11,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,42,United-States,<=50K,0
14181,27,Private,189462,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K,0
5995,26,Private,150361,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0
12507,24,Private,241367,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0
33121,43,Private,125577,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0
15922,23,Private,201680,12th,8,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0
43765,31,Private,83413,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0
44490,33,Private,198103,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0
